TR031662,11.180,379798,NENHUM,FALSE,ENTREGUE,ELI FRANCISCO DE LIMA JUNIOR,CLIENTE,N,PAGO,NÃO TEM,,26/03/2026,1031441,JORGE,13/04/2026,10:00,,,,,,,,,,,,,,,,,,,,,
SR007027,11.180,351273,NENHUM,FALSE,ENTREGUE,ELI FRANCISCO DE LIMA JUNIOR,CLIENTE,N,PAGO,NÃO TEM,,28/06/2024,,JORGE,06/03/2026,10:00,,,,,,,,,,,,,,,,,,,,,
SR036739,18.260,360726,NENHUM,FALSE,ENTREGUE,EMBALE EMBALAGENS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,JRV,24/02/2025,,CRISTIANO,03/04/2025,16:00,,,,,,,,,,,,,,,,,,,,,
TR000072,11.180,364316,NENHUM,FALSE,ENTREGUE,EMN INDUSTRIA E COMERCIO LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,25/04/2025,974308,LUIZ CLAUDIO,13/05 - 16:00 HORAS,,,"R$ 1.500,00",,"VOUCHER - TAPETE, CHINIL E SOPRADOR",,,,,,,,,,,,,,,,,
TR005936,26.320,37464,NENHUM,FALSE,ENTREGUE,EMPORIO DONA XEPA LTDA - ACESSÓRIOS QUANDO VOLTAR,CLIENTE,OS.,PAGO,,,10/12/2025,1014507,LUIZ CLAUDIO,12/12 - 16:00 HORAS,,,"R$ 2.000,00",374647,"TAPETE, CHINIL, SOPRADOR, CORTINA",,,,,,,,,,,,,,,,,
SR035207,EXPRESS,362124,NENHUM,FALSE,ENTREGUE,EQUIPLEX IND FARMACEUTICA LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,JÁ FOI P/ THERMO,29/01/2025,,GUILHERME,07/05 - 16:00 HORAS,,,,,,,,,,,,,,,,,,,,,,
SR035926,EXPRESS,362339,NENHUM,FALSE,ENTREGUE,EQUIPLEX IND FARMACEUTICA LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,29/01/2025,,GUILHERME,13/06 - 14:00 HORAS,,,,,,,,,,,,,,,,,,,,,,
SR038845,EXPRESS,362340,NENHUM,FALSE,ENTREGUE,EQUIPLEX IND FARMACEUTICA LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,29/01/2025,,GUILHERME,13/06 - 14:00 HORAS,,,,,,,,,,,,,,,,,,,,,,
SR030350,EXPRESS,362123,NENHUM,FALSE,ENTREGUE,EQUIPLEX IND FARMACEUTICA LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,JÁ FOI P/ THERMO,29/01/2025,,GUILHERME,07/05 - 16:00 HORAS,,,,,,,,,,,,,,,,,,,,,,
SR035866,EXPRESS,362244,NENHUM,FALSE,ENTREGUE,EQUIPLEX IND FARMACEUTICA LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,RETORNOU DA THERMO POINT,29/01/2025,,GUILHERME,08/04 - 10:00 HORAS,,,,,,,,,,,,,,,,,,,,,,
SR035596,EXPRESS,365949,NENHUM,FALSE,ENTREGUE,EQUIPLEX IND FARMACEUTICA LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,29/01/2025,,GUILHERME,13/08 - 16:00 HORAS,,,,,,,,,,,,,,,,,,,,,,
SR036123,EXPRESS,365676,NENHUM,FALSE,ENTREGUE,EQUIPLEX IND FARMACEUTICA LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,29/01/2025,,GUILHERME,13/08 - 16:00 HORAS,,,,,,,,,,,,,,,,,,,,,,
SR036459,EXPRESS,365593,NENHUM,FALSE,ENTREGUE,EQUIPLEX IND FARMACEUTICA LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,29/01/2025,,GUILHERME,13/08 - 16:00 HORAS,,,,,,,,,,,,,,,,,,,,,,
SR038887,EXPRESS,370065,NENHUM,FALSE,ENTREGUE,EQUIPLEX IND FARMACEUTICA LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,29/01/2025,,GUILHERME,09/10 - 16:00 HORAS,,,,,,,,,,,,,,,,,,,,,,
SR036020,EXPRESS,365950,NENHUM,FALSE,ENTREGUE,EQUIPLEX IND FARMACEUTICA LTDA ,CLIENTE,NÃO,PAGO,NÃO TEM,,29/01/2025,,GUILHERME,09/10 - 16:00 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR008536,EXPRESS,369632,NENHUM,FALSE,ENTREGUE,ERT EMBREAGENS LTDA ,CLIENTE,NÃO,PAGO,NÃO TEM,RETIRADO PRANCHA GABARDO - 09/12/2025,03/12/2025,1013324,GUSTAVO,Destino São Paulo - Embu- Giaçu,,,,,,,,,,,,,,,,,,,,,,
TR008936,EXPRESS,365592,NENHUM,FALSE,ENTREGUE,ESTOQUE BELCAR - ROGERIO - ALGUNS ARRANHOES,CLIENTE,NÃO,PAGO,NÃO TEM,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR002782,27.260,363860,NENHUM,FALSE,ENTREGUE,EVELYN ROCHA DE ALMEIDA PAIM,CLIENTE,NÃO,PAGO,NÃO TEM,,28/04/2025,974534,LUIZ CLAUDIO,21/05 - 08:00 HORAS,,,,,PARAMETRIZAÇÃO,,,,,,,,,,,,,,,,,
TR004402,EXPRESS,366422,NENHUM,FALSE,ENTREGUE,EXPRESS REFORMA E COMERCIO DE PNEUS,CLIENTE,NÃO,PAGO,NÃO TEM,,13/06/2025,691861,DOUGLAS,02/07/2025,14:00,,,,,,,,,,,,,,,,,,,,,
TR015370,EXPRESS,366434,NENHUM,FALSE,ENTREGUE,EXPRESS REFORMA E COMERCIO DE PNEUS,CLIENTE,NÃO,PAGO,NÃO TEM,,13/06/2025,691860,DOUGLAS,02/07/2025,14:00,,,,,,,,,,,,,,,,,,,,,
TR003949,EXPRESS,366433,NENHUM,FALSE,ENTREGUE,EXPRESS REFORMA E COMERCIO DE PNEUS,CLIENTE,NÃO,PAGO,NÃO TEM,,13/06/2025,691858,DOUGLAS,02/07/2025,14:00,,,,,,,,,,,,,,,,,,,,,
TR015808,EXPRESS,366424,NENHUM,FALSE,ENTREGUE,EXPRESS REFORMA E COMERCIO DE PNEUS,CLIENTE,NÃO,PAGO,NÃO TEM,,13/06/2025,691859,DOUGLAS,18/08 - 14:00 HORAS - MOTORISTA WANDER,,,,,,,,,,,,,,,,,,,,,,
TR022261,18.260,373591,NENHUM,FALSE,ENTREGUE,FABIO AUGUSTO SOARES,CLIENTE,NÃO,PAGO,NÃO TEM,,12/11/2025,1009861,CARLOS,26/11 - 16:00 HORAS,,,,,,,,,,,,,,,,,,,,,,
SR204224,29.530,359305,NENHUM,FALSE,ENTREGUE,FABIO GONCALVES DE SOUZA,CLIENTE,NÃO,PAGO,NÃO TEM,,25/06/2025,985097,CRISTIANO,11/07 - 16:00 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR000283,11.180,375107,BAU - FACCHINI,FALSE,ENTREGUE,FABRICIO MACHADO - FOI SEM MANGUEIRA,CLIENTE,OK,PAGO,NÃO TEM,,16/12/2025,1015419,JORGE,26/12 - 13:30 HORAS,,,"R$ 5.000,00",375108,"VINIL E MOEDA, INSUFILME, CALHA DE CHUVA, SOPRADOR, CHINIL PRETOS",,,,,,,,,,,,,,,,,
TR018038,31.320,371637,NENHUM,FALSE,ENTREGUE,FAZENDAS REUNIDAS BAUMGART LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,29/09/2025,1002164,PAULO,13/10 - 13:30 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR008844,27.260,371564,NENHUM,FALSE,ENTREGUE,FAZENDAS REUNIDAS BAUMGART LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,GABARDO 13/10,29/09/2025,1002166,PAULO,13/10 - 13:30 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR019917,18.260,367617,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,07/07/2025,694591,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
TR019987,18.260,367626,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,07/07/2025,694590,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
TR019984,18.260,367610,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,07/07/2025,694589,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
TR020013,18.260,367609,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,07/07/2025,694588,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
TR019757,18.260,367608,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,07/07/2025,694587,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
TR019910,18.260,367607,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,VAI P/ LOPAC,07/07/2025,694586,LUIZ CLAUDIO,,,,,,,,,,,,,,,,,,,,,,,
TR019997,18.260,367623,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,FROTA - 3422 - 18/07 - GO,09/07/2025,694781,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
TR020088,18.260,367622,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,FROTA - 3422 - 18/07 - GO,09/07/2025,694780,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
TR020620,18.260,367845,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,FROTA 3447 - BSB - 21/07,11/07/2025,694891,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
TR020533,18.260,367846,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,FROTA 3448 - APG - 20/07,11/07/2025,694889,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
TR020523,18.260,367847,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,FROTA 2070 - GO - 20/07,11/07/2025,694833,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
TR020469,18.260,367848,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,FROTA 2070 - GO - 20/07,11/07/2025,694833,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
TR020467,18.260,367849,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,FROTA 3447 - BSB - 21/07,11/07/2025,694832,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
TR020459,18.260,367850,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,11/07/2025,694831,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
TR020600,18.260,367851,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,FROTA 3448 - APG - 20/07,14/07/2025,695025,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
TR020589,18.260,369786,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,FROTA 2070 - 19/08 GO,14/07/2025,695026,LUIZ CLAUDIO,27/08 - 13:30 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR020873,18.260,368242,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,FROTA 3484 - GO - 22/07,15/07/2025,695083,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
TR020902,18.260,368243,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,FROTA 2023 - GO - 25/07,15/07/2025,695085,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
TR020002,18.260,368246,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,FROTA 2023 - GO - 25/07,15/07/2025,695084,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
TR020865,18.260,368248,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,15/07/2025,695082,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
TR021532,18.260,368252,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,FROTA 3425 - GO - 26/07,21/07/2025,695468,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
TR021480,18.260,368256,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,FROTA 3335 - GO - 28/07,21/07/2025,695647,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
TR021452,18.260,368258,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,FROTA 3425 - GO - 26/07,21/07/2025,695466,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
TR021170,18.260,368259,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,FROTA 3335 - GO - 28/07,21/07/2025,695457,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
TR021186,18.260,368263,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,FROTA 3425 - GO - 26/07,21/07/2025,695367,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
TR021149,18.260,368264,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,FROTA 3335 - GO - 28/07,21/07/2025,695366,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
TR021720,18.260,368265,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,FROTA 3461 - 29/07 - GO,24/07/2025,695906,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
TR022070,18.260,369802,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,24/07/2025,695905,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
TR021448,18.260,369804,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,29/07/2025,696371,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
TR021181,18.260,369798,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,29/07/2025,696199,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
TR023474,18.260,369781,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,05/08/2025,697673,LUIZ CLAUDIO,27/08 - 13:30 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR023170,18.260,369795,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,05/08/2025,697672,LUIZ CLAUDIO,27/08 - 13:30 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR023276,18.260,369773,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,05/08/2025,697601,LUIZ CLAUDIO,27/08 - 13:30 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR023372,18.260,369800,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,05/08/2025,697600,LUIZ CLAUDIO,27/08 - 13:30 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR023322,18.260,369791,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,05/08/2025,697599,LUIZ CLAUDIO,27/08 - 13:30 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR023391,18.260,369779,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,05/08/2025,697598,LUIZ CLAUDIO,27/08 - 13:30 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR023314,18.260,369777,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,05/08/2025,697597,LUIZ CLAUDIO,27/08 - 13:30 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR023344,18.260,369778,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,05/08/2025,697596,LUIZ CLAUDIO,27/08 - 13:30 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR023744,18.260,369776,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,07/08/2025,697788,LUIZ CLAUDIO,27/08 - 13:30 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR023506,18.260,369789,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,07/08/2025,697787,LUIZ CLAUDIO,27/08 - 13:30 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR023691,18.260,369792,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,07/08/2025,697784,LUIZ CLAUDIO,27/08 - 13:30 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR023752,18.260,369772,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,07/08/2025,697785,LUIZ CLAUDIO,27/08 - 13:30 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR023518,18.260,369785,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,07/08/2025,697783,LUIZ CLAUDIO,27/08 - 13:30 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR023501,18.260,369793,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,07/08/2025,697707,LUIZ CLAUDIO,27/08 - 13:30 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR023488,18.260,369797,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,07/08/2025,697706,LUIZ CLAUDIO,27/08 - 13:30 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR023839,18.260,369790,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,07/08/2025,697786,LUIZ CLAUDIO,27/08 - 13:30 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR024343,18.260,369774,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,FROTA 2070 - 19/08 GO,13/08/2025,698189,LUIZ CLAUDIO,27/08 - 13:30 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR024303,18.260,369780,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,FROTA 2070 - 19/08 GO,13/08/2025,698190,LUIZ CLAUDIO,27/08 - 13:30 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR024207,18.260,369796,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,14/08/2025,698224,LUIZ CLAUDIO,27/08 - 13:30 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR024065,18.260,369794,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,14/08/2025,698225,LUIZ CLAUDIO,27/08 - 13:30 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR024049,18.260,369766,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,14/08/2025,698226,LUIZ CLAUDIO,27/08 - 13:30 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR024072,18.260,369801,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,14/08/2025,698227,LUIZ CLAUDIO,27/08 - 13:30 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR024023,18.260,369764,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,14/08/2025,698228,LUIZ CLAUDIO,27/08 - 13:30 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR024131,18.260,369768,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,14/08/2025,698229,LUIZ CLAUDIO,27/08 - 13:30 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR024262,18.260,369775,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,14/08/2025,698231,LUIZ CLAUDIO,27/08 - 13:30 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR024076,18.260,369769,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,14/08/2025,698223,LUIZ CLAUDIO,27/08 - 13:30 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR024439,18.260,369788,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,14/08/2025,698232,LUIZ CLAUDIO,27/08 - 13:30 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR024209,18.260,,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,14/08/2025,698230,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
TR023332,18.260,371311,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,15/08/2025,698374,LUIZ CLAUDIO,,,,,,,,,,,,,,,,,,,,,,,
TR024708,18.260,369799,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,18/08/2025,698497,LUIZ CLAUDIO,27/08 - 13:30 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR024617,18.260,369765,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,18/08/2025,698496,LUIZ CLAUDIO,27/08 - 13:30 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR024758,18.260,371316,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,25/08/2025,699131,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
TR024744,18.260,371317,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,25/08/2025,699127,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
TR024765,18.260,371310,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,25/08/2025,699126,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
TR024854,18.260,371318,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,25/08/2025,699125,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
TR024895,18.260,371319,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,25/08/2025,699124,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
TR024917,18.260,371314,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,25/08/2025,699122,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
TR024299,18.260,371313,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,25/08/2025,699120,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
TR024752,18.260,371312,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,25/08/2025,699119,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
TR024956,18.260,371333,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,N,PAGO,NÃO TEM,,25/08/2025,699118,GUSTAVO,26/09/25,,,,,,,,,,,,,,,,,,,,,,
TR027219,18.260,371324,NENHUM,FALSE,ENTREGUE,FERNANDES LOC D VEIC E EQUIPAMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,09/09/2025,701088,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
